Number,Title,Name,City,State,Amount
93.623,Basic Center Grant,"BRIDGE FOR RUNAWAY YOUTH, INC",MINNEAPOLIS,MN,40000
93.623,Basic Center Grant,"180 DEGREES, INC.",MINNEAPOLIS,MN,39996
93.623,Basic Center Grant,Lutheran Social Service of Minnesota,ST. PAUL,MN,37780
93.623,Basic Center Grant,Lutheran Social Service of Minnesota,ST. PAUL,MN,30136
93.623,Basic Center Grant,"180 DEGREES, INC.",MINNEAPOLIS,MN,29145
93.623,Basic Center Grant,Lutheran Social Service of Minnesota,ST. PAUL,MN,28904
93.623,Basic Center Grant,Lutheran Social Service of Minnesota,ST. PAUL,MN,25711
93.575,Child Care and Development Block Grant,MN ST DEPARTMENT OF HUMAN SERVICES,ST PAUL,MN,48146164
93.575,Child Care and Development Block Grant,WHITE EARTH RESERVATION BUSINESS COMMITTEE,WHITE EARTH,MN,669341
93.575,Child Care and Development Block Grant,LEECH LAKE RESERVATION TRIBAL COUNCIL,CASS LAKE,MN,446313
93.575,Child Care and Development Block Grant,RED LAKE BAND OF CHIPPEWA INDIANS,RED LAKE,MN,395619
93.575,Child Care and Development Block Grant,FOND DU LAC RESERVATION BUSINESS COMMITTEE,CLOQUET,MN,174397
93.575,Child Care and Development Block Grant,MILLE LACS BAND OF CHIPPEWA INDIANS,ONAMIA,MN,161111
93.575,Child Care and Development Block Grant,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,PRIOR LAKE,MN,86554
93.575,Child Care and Development Block Grant,BOIS FORTE RESERVATION TRIBAL COUNCIL,NETT LAKE,MN,60884
93.575,Child Care and Development Block Grant,Lower Sioux Community Council,MORTON,MN,42696
93.575,Child Care and Development Block Grant,UPPER SIOUX INDIAN COMMUNITY,GRANITE FALLS,MN,17285
93.575,Child Care and Development Block Grant,GRAND PORTAGE RESERVATION INDIAN CHILD & FAMILY SVCS,GRAND PORTAGE,MN,13028
93.569,Community Services Block Grant,MN ST DEPARTMENT OF HUMAN SERVICES,ST PAUL,MN,12032251
93.569,Community Services Block Grant,MN ST DEPARTMENT OF HUMAN SERVICES,ST PAUL,MN,0
93.153,"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",Hennepin County Medical Center,MINNEAPOLIS,MN,35973
93.153,"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",Hennepin County Medical Center,MINNEAPOLIS,MN,0
93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth","Evergreen Youth & Family Services, Inc.",BEMIDJI,MN,15000
93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",YOUNG MEN`S CHRISTIAN ASSOCIATION OF THE GREATER TWIN C,MINNEAPOLIS,MN,15000
93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",Lutheran Social Service of Minnesota,ST. PAUL,MN,15000
93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",Lutheran Social Service of Minnesota,ST. PAUL,MN,15000
93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",Lutheran Social Service of Minnesota,ST. PAUL,MN,13854
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,FOND DU LAC RESERVATION Human Services Division,CLOQUET,MN,499938
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,MILLE LACS BAND OF OJIBWE,ONAMIA,MN,175980
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,MILLE LACS BAND OF OJIBWE,ONAMIA,MN,0
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,MILLE LACS BAND OF OJIBWE,ONAMIA,MN,0
93.665,Emergency Grants to Address Mental and Substance Use Disorders During COVID-19,FOND DU LAC RESERVATION Human Services Division,CLOQUET,MN,0
93.317,Emerging Infections Programs,MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,2000000
93.317,Emerging Infections Programs,MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,650000
93.317,Emerging Infections Programs,MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,650000
93.317,Emerging Infections Programs,MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,-650000
93.323,Epidemiology and Laboratory Capacity for Infectious Diseases (ELC),MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,132794684
93.323,Epidemiology and Laboratory Capacity for Infectious Diseases (ELC),MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,11164582
93.323,Epidemiology and Laboratory Capacity for Infectious Diseases (ELC),MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,1623652
93.323,Epidemiology and Laboratory Capacity for Infectious Diseases (ELC),MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,500000
93.323,Epidemiology and Laboratory Capacity for Infectious Diseases (ELC),MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,0
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,Office of Justice Programs,SAINT PAUL,MN,589387
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,RED LAKE BAND OF CHIPPEWA INDIANS,RED LAKE,MN,23140
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,WHITE EARTH RESERVATION TRIBAL COUNCIL,WHITE EARTH,MN,23140
93.671,Family Violence Prevention and Services/Domestic Violence Shelter and Supportive Services ,BOIS FORTE RESERVATION TRIBAL COUNCIL,NETT LAKE,MN,8525
93.591,Family Violence Prevention and Services/State Domestic Violence Coalitions,MINNESOTA COALITION FOR BATTERED WOMEN,SAINT PAUL,MN,80357
93.591,Family Violence Prevention and Services/State Domestic Violence Coalitions,MINNESOTA COALITION FOR BATTERED WOMEN,SAINT PAUL,MN,0
93.527,Grants for New and Expanded Services under the Health Center Program,"Universal Medical Services, Inc.",MINNEAPOLIS,MN,216647
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,Hennepin County Medical Center,MINNEAPOLIS,MN,133415
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,Hennepin County Medical Center,MINNEAPOLIS,MN,0
93.600,Head Start,FOND DU LAC RESERVATION BUSINESS COMMITTEE,CLOQUET,MN,159943
93.600,Head Start,"ANOKA COUNTY COMMUNITY ACTION PROGRAM, INC",BLAINE,MN,87002
93.600,Head Start,"TRI-COUNTY COMMUNITY ACTION PROGRAM, INC",LITTLE FALLS,MN,58001
93.600,Head Start,Lower Sioux Community Council,MORTON,MN,47456
93.600,Head Start,BOIS FORTE RESERVATION TRIBAL COUNCIL,NETT LAKE,MN,31637
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",HENNEPIN COUNTY PILOT CITY HEALTH CENTER,MINNEAPOLIS,MN,1187660
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",WEST SIDE COMMUNITY HEALTH SERVICES,ST PAUL,MN,1098698
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","United Family Practice Health Center, Inc",SAINT PAUL,MN,818825
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Open Door Health Center,MANKATO,MN,781580
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Southside Community Health Services,MINNEAPOLIS,MN,770375
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","COOK AREA HEALTH SERVICES, INC",COOK,MN,770135
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","UNIVERSITY OF MINNESOTA, SCHOOL OF PUBLIC HEALTH",MINNEAPOLIS,MN,763550
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",OPEN CITIES HEALTH CENTER,SAINT PAUL,MN,713585
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",LAKE SUPERIOR HEALTH CENTER,DULUTH,MN,709370
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Neighborhood HealthSource,MINNEAPOLIS,MN,687635
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",CEDAR RIVERSIDE PEOPLES CENTER,MINNEAPOLIS,MN,652985
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","COMMUNITY HEALTH SERVICE, INC (CHSI)",MOORHEAD,MN,648395
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","INDIAN HEALTH BOARD OF MINNEAPOLIS, INC",MINNEAPOLIS,MN,644135
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Native American Community Clinic,MINNEAPOLIS,MN,591140
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","SAWTOOTH MOUNTAIN CLINIC, INC",GRAND MARAIS,MN,587360
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HENNEPIN CTY CMMTY HLTH DEPT, HLTH SVCS BLDG - LEVEL 3",MINNEAPOLIS,MN,578990
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",HENNEPIN COUNTY PILOT CITY HEALTH CENTER,MINNEAPOLIS,MN,523969
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",WEST SIDE COMMUNITY HEALTH SERVICES,ST PAUL,MN,493102
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","United Family Practice Health Center, Inc",SAINT PAUL,MN,328669
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","COOK AREA HEALTH SERVICES, INC",COOK,MN,298309
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","UNIVERSITY OF MINNESOTA, SCHOOL OF PUBLIC HEALTH",MINNEAPOLIS,MN,265504
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",WEST SIDE COMMUNITY HEALTH SERVICES,ST PAUL,MN,264930
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Open Door Health Center,MANKATO,MN,261004
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Southside Community Health Services,MINNEAPOLIS,MN,251044
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",LAKE SUPERIOR HEALTH CENTER,DULUTH,MN,248044
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",OPEN CITIES HEALTH CENTER,SAINT PAUL,MN,225904
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Neighborhood HealthSource,MINNEAPOLIS,MN,221359
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",CEDAR RIVERSIDE PEOPLES CENTER,MINNEAPOLIS,MN,206794
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","SAWTOOTH MOUNTAIN CLINIC, INC",GRAND MARAIS,MN,169309
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Native American Community Clinic,MINNEAPOLIS,MN,165439
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","INDIAN HEALTH BOARD OF MINNEAPOLIS, INC",MINNEAPOLIS,MN,161329
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HENNEPIN CTY CMMTY HLTH DEPT, HLTH SVCS BLDG - LEVEL 3",MINNEAPOLIS,MN,158794
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","COMMUNITY HEALTH SERVICE, INC (CHSI)",MOORHEAD,MN,154954
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",WEST SIDE COMMUNITY HEALTH SERVICES,ST PAUL,MN,129777
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",WEST SIDE COMMUNITY HEALTH SERVICES,ST PAUL,MN,118902
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",HENNEPIN COUNTY PILOT CITY HEALTH CENTER,MINNEAPOLIS,MN,86228
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",WEST SIDE COMMUNITY HEALTH SERVICES,ST PAUL,MN,77293
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Southside Community Health Services,MINNEAPOLIS,MN,65361
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Open Door Health Center,MANKATO,MN,65069
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","United Family Practice Health Center, Inc",SAINT PAUL,MN,64966
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","UNIVERSITY OF MINNESOTA, SCHOOL OF PUBLIC HEALTH",MINNEAPOLIS,MN,63223
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","COOK AREA HEALTH SERVICES, INC",COOK,MN,62623
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",OPEN CITIES HEALTH CENTER,SAINT PAUL,MN,61624
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Neighborhood HealthSource,MINNEAPOLIS,MN,60134
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",LAKE SUPERIOR HEALTH CENTER,DULUTH,MN,59811
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","COMMUNITY HEALTH SERVICE, INC (CHSI)",MOORHEAD,MN,59780
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","INDIAN HEALTH BOARD OF MINNEAPOLIS, INC",MINNEAPOLIS,MN,58682
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",WEST SIDE COMMUNITY HEALTH SERVICES,ST PAUL,MN,58245
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",CEDAR RIVERSIDE PEOPLES CENTER,MINNEAPOLIS,MN,56919
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Native American Community Clinic,MINNEAPOLIS,MN,54538
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HENNEPIN CTY CMMTY HLTH DEPT, HLTH SVCS BLDG - LEVEL 3",MINNEAPOLIS,MN,53897
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","SAWTOOTH MOUNTAIN CLINIC, INC",GRAND MARAIS,MN,53840
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",WEST SIDE COMMUNITY HEALTH SERVICES,ST PAUL,MN,18638
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",WEST SIDE COMMUNITY HEALTH SERVICES,ST PAUL,MN,9129
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",OPEN CITIES HEALTH CENTER,SAINT PAUL,MN,0
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",OPEN CITIES HEALTH CENTER,SAINT PAUL,MN,0
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","COMMUNITY HEALTH SERVICE, INC (CHSI)",MOORHEAD,MN,0
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",OPEN CITIES HEALTH CENTER,SAINT PAUL,MN,0
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HENNEPIN CTY CMMTY HLTH DEPT, HLTH SVCS BLDG - LEVEL 3",MINNEAPOLIS,MN,0
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HENNEPIN CTY CMMTY HLTH DEPT, HLTH SVCS BLDG - LEVEL 3",MINNEAPOLIS,MN,0
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HENNEPIN CTY CMMTY HLTH DEPT, HLTH SVCS BLDG - LEVEL 3",MINNEAPOLIS,MN,0
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",LAKE SUPERIOR HEALTH CENTER,DULUTH,MN,0
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",LAKE SUPERIOR HEALTH CENTER,DULUTH,MN,0
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","COMMUNITY HEALTH SERVICE, INC (CHSI)",MOORHEAD,MN,0
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",OPEN CITIES HEALTH CENTER,SAINT PAUL,MN,0
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","COMMUNITY HEALTH SERVICE, INC (CHSI)",MOORHEAD,MN,0
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",OPEN CITIES HEALTH CENTER,SAINT PAUL,MN,0
93.917,HIV Care Formula Grants,MN ST DEPARTMENT OF HUMAN SERVICES,ST PAUL,MN,197040
93.917,HIV Care Formula Grants,MN ST DEPARTMENT OF HUMAN SERVICES,ST PAUL,MN,0
93.914,HIV Emergency Relief Project Grants,"HENNEPIN CTY CMMTY HLTH DEPT, HLTH SVCS BLDG - LEVEL 3",MINNEAPOLIS,MN,379393
93.914,HIV Emergency Relief Project Grants,"HENNEPIN CTY CMMTY HLTH DEPT, HLTH SVCS BLDG - LEVEL 3",MINNEAPOLIS,MN,0
93.817,Hospital Preparedness Program (HPP) Ebola Preparedness and Response Activities,MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,350000
93.817,Hospital Preparedness Program (HPP) Ebola Preparedness and Response Activities,MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,350000
93.817,Hospital Preparedness Program (HPP) Ebola Preparedness and Response Activities,MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,300000
93.817,Hospital Preparedness Program (HPP) Ebola Preparedness and Response Activities,MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,-350000
93.268,Immunization Cooperative Agreements,MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,2392636
93.441,Indian Self-Determination,REDLAKE COMMUNITY COMPREHENSIVE HEALTH SERVICES,REDLAKE,MN,778339
93.441,Indian Self-Determination,WHITE EARTH RESERVATION BUSINESS COMMITTEE,WHITE EARTH,MN,712422
93.441,Indian Self-Determination,LEECH LAKE RESERVATION TRIBAL COUNCIL,CASS LAKE,MN,426345
93.441,Indian Self-Determination,WHITE EARTH RESERVATION BUSINESS COMMITTEE,WHITE EARTH,MN,242966
93.441,Indian Self-Determination,LEECH LAKE RESERVATION TRIBAL COUNCIL,CASS LAKE,MN,199599
93.441,Indian Self-Determination,Lower Sioux Community Council,MORTON,MN,186687
93.441,Indian Self-Determination,REDLAKE COMMUNITY COMPREHENSIVE HEALTH SERVICES,REDLAKE,MN,177445
93.441,Indian Self-Determination,REDLAKE COMMUNITY COMPREHENSIVE HEALTH SERVICES,REDLAKE,MN,176845
93.441,Indian Self-Determination,RED LAKE TRIBAL COUNCIL,RED LAKE,MN,87485
93.441,Indian Self-Determination,UPPER SIOUX INDIAN COMMUNITY,GRANITE FALLS,MN,73504
93.441,Indian Self-Determination,PRAIRIE ISLAND INDIAN COMMUNITY,WELCH,MN,72778
93.441,Indian Self-Determination,Lower Sioux Community Council,MORTON,MN,71892
93.441,Indian Self-Determination,GRAND PORTAGE RESERVATION INDIAN CHILD & FAMILY SVCS,GRAND PORTAGE,MN,69344
93.441,Indian Self-Determination,GRAND PORTAGE RESERVATION INDIAN CHILD & FAMILY SVCS,GRAND PORTAGE,MN,55697
93.441,Indian Self-Determination,REDLAKE COMMUNITY COMPREHENSIVE HEALTH SERVICES,REDLAKE,MN,55548
93.441,Indian Self-Determination,LEECH LAKE RESERVATION TRIBAL COUNCIL,CASS LAKE,MN,54675
93.441,Indian Self-Determination,Lower Sioux Community Council,MORTON,MN,35132
93.441,Indian Self-Determination,Lower Sioux Community Council,MORTON,MN,31063
93.441,Indian Self-Determination,WHITE EARTH RESERVATION BUSINESS COMMITTEE,WHITE EARTH,MN,29181
93.441,Indian Self-Determination,Lower Sioux Community Council,MORTON,MN,24636
93.441,Indian Self-Determination,GRAND PORTAGE RESERVATION INDIAN CHILD & FAMILY SVCS,GRAND PORTAGE,MN,23826
93.441,Indian Self-Determination,GRAND PORTAGE RESERVATION INDIAN CHILD & FAMILY SVCS,GRAND PORTAGE,MN,23314
93.441,Indian Self-Determination,UPPER SIOUX INDIAN COMMUNITY,GRANITE FALLS,MN,22425
93.441,Indian Self-Determination,UPPER SIOUX INDIAN COMMUNITY,GRANITE FALLS,MN,21872
93.441,Indian Self-Determination,GRAND PORTAGE RESERVATION INDIAN CHILD & FAMILY SVCS,GRAND PORTAGE,MN,19755
93.441,Indian Self-Determination,UPPER SIOUX INDIAN COMMUNITY,GRANITE FALLS,MN,14989
93.441,Indian Self-Determination,PRAIRIE ISLAND INDIAN COMMUNITY,WELCH,MN,14537
93.441,Indian Self-Determination,Lower Sioux Community Council,MORTON,MN,14488
93.441,Indian Self-Determination,UPPER SIOUX INDIAN COMMUNITY,GRANITE FALLS,MN,14426
93.441,Indian Self-Determination,WHITE EARTH RESERVATION BUSINESS COMMITTEE,WHITE EARTH,MN,13837
93.441,Indian Self-Determination,WHITE EARTH RESERVATION BUSINESS COMMITTEE,WHITE EARTH,MN,13658
93.441,Indian Self-Determination,UPPER SIOUX INDIAN COMMUNITY,GRANITE FALLS,MN,10265
93.441,Indian Self-Determination,PRAIRIE ISLAND INDIAN COMMUNITY,WELCH,MN,9834
93.441,Indian Self-Determination,PRAIRIE ISLAND INDIAN COMMUNITY,WELCH,MN,9058
93.441,Indian Self-Determination,GRAND PORTAGE RESERVATION INDIAN CHILD & FAMILY SVCS,GRAND PORTAGE,MN,8967
93.441,Indian Self-Determination,PRAIRIE ISLAND INDIAN COMMUNITY,WELCH,MN,7501
93.441,Indian Self-Determination,PRAIRIE ISLAND INDIAN COMMUNITY,WELCH,MN,2002
93.136,Injury Prevention and Control Research and State and Community Based Programs,MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,173913
93.136,Injury Prevention and Control Research and State and Community Based Programs,MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,59146
93.568,Low-Income Home Energy Assistance,MN ST  DEPT OF COMMERCE,SAINT PAUL,MN,8998379
93.889,National Bioterrorism Hospital Preparedness Program,MINNESOTA HOSPITAL ASSOCIATION,MINNEAPOLIS,MN,2497540
93.889,National Bioterrorism Hospital Preparedness Program,MINNESOTA HOSPITAL ASSOCIATION,MINNEAPOLIS,MN,2497540
93.889,National Bioterrorism Hospital Preparedness Program,MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,2232012
93.889,National Bioterrorism Hospital Preparedness Program,MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,2232012
93.889,National Bioterrorism Hospital Preparedness Program,MINNESOTA HOSPITAL ASSOCIATION,MINNEAPOLIS,MN,1005098
93.889,National Bioterrorism Hospital Preparedness Program,MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,788758
93.889,National Bioterrorism Hospital Preparedness Program,MINNESOTA HOSPITAL ASSOCIATION,MINNEAPOLIS,MN,0
93.889,National Bioterrorism Hospital Preparedness Program,MINNESOTA HOSPITAL ASSOCIATION,MINNEAPOLIS,MN,0
93.889,National Bioterrorism Hospital Preparedness Program,MINNESOTA HOSPITAL ASSOCIATION,MINNEAPOLIS,MN,0
93.889,National Bioterrorism Hospital Preparedness Program,MINNESOTA HOSPITAL ASSOCIATION,MINNEAPOLIS,MN,0
93.889,National Bioterrorism Hospital Preparedness Program,MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,-2232012
93.889,National Bioterrorism Hospital Preparedness Program,MINNESOTA HOSPITAL ASSOCIATION,MINNEAPOLIS,MN,-2497540
93.052,"National Family Caregiver Support, Title III, Part E","HUMAN SERVICES, MINNESOTA DEPARTMENT OF",SAINT PAUL,MN,1611767
93.359,"Nurse Education, Practice Quality and Retention Grants",COLLEGE OF ST SCHOLASTICA,DULUTH,MN,78571
93.253,Poison Center Support and Enhancement Grant,HENNEPIN COUNTY MEDICAL CENTER,MINNEAPOLIS,MN,109130
93.969,PPHF Geriatric Education Centers ,UNIVERSITY OF MINNESOTA,MINNEAPOLIS,MN,90625
93.354,Public Health Emergency Response:  Cooperative Agreement for Emergency Response: Public Health Crisis Response,MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,10048124
93.354,Public Health Emergency Response:  Cooperative Agreement for Emergency Response: Public Health Crisis Response,MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,0
93.912,"Rural Health Care Services Outreach, Rural Health Network Development and Small Health Care Provider Quality Improvement",MILLE LACS BAND OF OJIBWE INDIANS,ONAMIA,MN,300000
93.301,Small Rural Hospital Improvement Grant Program,MN ST DEPARTMENT OF HEALTH,SAINT PAUL,MN,7251262
93.044,"Special Programs for the Aging, Title III, Part B, Grants for Supportive Services and Senior Centers","HUMAN SERVICES, MINNESOTA DEPARTMENT OF",SAINT PAUL,MN,3292912
93.045,"Special Programs for the Aging, Title III, Part C, Nutrition Services","HUMAN SERVICES, MINNESOTA DEPARTMENT OF",SAINT PAUL,MN,7902989
93.045,"Special Programs for the Aging, Title III, Part C, Nutrition Services","HUMAN SERVICES, MINNESOTA DEPARTMENT OF",SAINT PAUL,MN,2634330
93.045,"Special Programs for the Aging, Title III, Part C, Nutrition Services","HUMAN SERVICES, MINNESOTA DEPARTMENT OF",SAINT PAUL,MN,1317165
93.048,"Special Programs for the Aging, Title IV, and Title II, Discretionary Projects","HUMAN SERVICES, MINNESOTA DEPARTMENT OF",SAINT PAUL,MN,750000
